chart_date,track_id,track_name,streams,position,release_date,album_id,artist_id,artist_name,genres,followers,chart_date_year,chart_date_month,chart_date_day,release_date_year,release_date_month,release_date_day,acousticness,danceability,duration,energy,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,valence,predicted_genre_id,predicted_genre,genre_probabilities,predicted_genre_proba
2017-02-20,6y0BUUOjU4TtqoBwoFwcvU,Kung Wala Ka,16336,183,2012-01-01,2aTG7rVHqmsIOKBggD0g7m,6Ww3OMFzCaO33ulKh1LBFN,Hale,"['opm', 'pinoy reggae']",996274,2017,2,20,2012,1,1,0.702,0.494,240733,0.347,0.00239,7,0.103,-7.191,1,0,0.0266,136.332,0.144,2,opm rock,"[0.01, 0.01, 0.59, 0.39]",0.59
2017-02-20,0DdC92EziGIEN6j7kTCKQX,Unti-Unti,15840,194,2017-02-14,22DhzsGO72BgYKAAXFGsyb,3wbCeEPAW6po7J46netxMT,Up Dharma Down,['opm'],1044582,2017,2,20,2017,2,14,0.186,0.629,283825,0.38,0.000407,2,0.0338,-8.072,1,58,0.0323,155.97,0.655,3,opm senti,"[0.17, 0.18, 0.24, 0.41]",0.41
2017-02-21,1FHCU1rDAeaPsBW9byjJ0Q,12:51,15970,197,2011-01-01,5M4GVkxOl3joHIkvNrAlbJ,09DdQEMQaaq0f99vqqub3V,krissy & ericka,"['acoustic opm', 'p-pop']",29837,2017,2,21,2011,1,1,0.727,0.503,246280,0.357,0.0,3,0.128,-9.36,1,64,0.0272,136.135,0.438,2,opm rock,"[0.17, 0.07, 0.41, 0.35]",0.41
2017-03-08,6VeOvyaMBynIqMSY5uZpfx,Gusto Kita,19802,170,2014-01-01,4bpsBYxWMOYwx97J7A2ukQ,7DW4ijH3n36QN0RlC0n649,Angeline Quinto,['opm'],649601,2017,3,8,2014,1,1,0.594,0.461,288000,0.474,0.0,9,0.0976,-7.479,1,7,0.0347,71.76,0.276,2,opm rock,"[0.02, 0.03, 0.55, 0.4]",0.55
2017-03-17,3PCE25CY0e1VMclfDGTXvE,Walang Iba,27156,111,2014-01-01,1ScXbQd12edqqd5OjORRbP,5yVM85m9yNcHO6o0vaaVxW,Daniel Padilla,['opm'],518070,2017,3,17,2014,1,1,0.598,0.646,272280,0.337,0.0,6,0.102,-11.472,1,0,0.0365,143.875,0.258,3,opm senti,"[0.04, 0.03, 0.1, 0.83]",0.83
2017-03-30,4fxHK6mhA9vli9NjpBSbGi,Isang Araw,18527,195,2017-03-17,77ZkVwowfs27AEXl6GHiET,0xNog7ZdcTq9sJFiIXJJTH,Kaye Cal,['opm'],572366,2017,3,30,2017,3,17,0.613,0.466,287400,0.342,0.0,4,0.124,-8.191,1,5,0.03,135.616,0.21,3,opm senti,"[0.05, 0.01, 0.22, 0.72]",0.72
2017-04-20,4ub59HeXqdYApJtkJqnvXE,I'll Never Go,17912,196,2016-01-01,6qw65dN51ZBeGHCDIzNuHd,7ygtjsCTrCQZAYYPOne9uE,Erik Santos,['opm'],723544,2017,4,20,2016,1,1,0.723,0.454,263056,0.323,0.0,11,0.0855,-11.965,1,7,0.0327,139.89,0.28,3,opm senti,"[0.12, 0.02, 0.13, 0.73]",0.73
2017-04-28,2meEAmZCXr2dud0RRYyfZt,Kaibigan Mo,32217,85,2015-12-04,2MCThGZYlAQRw3HDjkIODU,6aiCKnIN68hohzU3ZzNq48,Sarah Geronimo,['opm'],3659707,2017,4,28,2015,12,4,0.652,0.53,250133,0.534,0.0,0,0.118,-8.434,1,0,0.0347,139.895,0.476,2,opm rock,"[0.13, 0.08, 0.66, 0.13]",0.66
2017-05-19,6wp2nSBcuEdZYkEA1g4KHQ,Stay,18624,190,2017-05-19,1U8EoaDFyGLxKi1Tj14BM9,4iSU0hKfGnU2nscL5dLi9p,Claudia,['pinoy r&b'],25456,2017,5,19,2017,5,19,0.0359,0.566,222720,0.633,0.00106,8,0.079,-8.076,1,0,0.197,193.912,0.372,1,opm rap,"[0.25, 0.53, 0.03, 0.19]",0.53
2017-06-02,0AZjL7QqObm13VxPA078uz,"Tag-Ulan - From ""Luck At First Sight""",21666,155,2017-05-05,2rP5xj8HMmw2iYiYbX4PLH,4VkqlQl3hGhxjchI34xp2V,Thyro,['opm'],12209,2017,6,2,2017,5,5,0.802,0.502,249466,0.317,0.0,2,0.117,-11.82,1,0,0.0368,79.829,0.497,3,opm senti,"[0.17, 0.04, 0.35, 0.44]",0.44
2017-06-16,57OKulT8zrb9RbEML2dAM5,Cool Down,41004,64,2017-07-08,6QGOAQXiZqSbVb4JSZEEgG,24fEOzlKhgSNLIcy9NdmwH,James Reid,"['deep neofolk', 'opm', 'pinoy r&b']",336959,2017,6,16,2017,7,8,0.307,0.782,235555,0.671,2.78e-05,11,0.116,-6.351,1,0,0.0757,107.912,0.456,1,opm rap,"[0.36, 0.61, 0.02, 0.01]",0.61
2017-06-20,7IqUmDJ2GjaOqrzDCXhrV5,Ipagpatawad Mo,17498,199,2008-07-02,50prgOW7Rkfox7CJ4C7lRb,7lIVjtsgz0y1oRQFBAVNzq,Mayonnaise,"['opm', 'pinoy rock']",1457026,2017,6,20,2008,7,2,0.0621,0.291,242453,0.755,0.0,5,0.0836,-4.95,0,0,0.05,145.343,0.457,0,opm p-pop,"[0.54, 0.02, 0.39, 0.05]",0.54
2017-06-22,0pzEVarX9S2ZFYZFhefZhU,Foolish Heart,18360,189,2002-08-05,6xN075I3XzG40aEOzWXERj,2tQbSWgZLIB8MXMnsXVRro,Nina,['opm'],678820,2017,6,22,2002,8,5,0.525,0.662,275733,0.227,0.0,4,0.112,-11.978,1,58,0.0274,85.915,0.318,3,opm senti,"[0.01, 0.01, 0.28, 0.7]",0.7
2017-06-30,4UQouEzxPd6xnS1abOFG7D,Cool Down,29241,91,2017-06-16,4QNlreus5mVbQXlqMNX90N,24fEOzlKhgSNLIcy9NdmwH,James Reid,"['deep neofolk', 'opm', 'pinoy r&b']",336959,2017,6,30,2017,6,16,0.248,0.804,235555,0.707,7.64e-05,1,0.0754,-5.708,0,0,0.0634,107.938,0.453,0,opm p-pop,"[0.45, 0.39, 0.13, 0.03]",0.45
2017-06-30,2ZiNCGDMapQzMtnPRVOKZI,Di Makatulog,24561,126,2017-06-30,5rTKoqwiq0QSU31UV3AYSf,0jKQrxK2zHqxyOAyIMrUQt,SUD,['opm'],652529,2017,6,30,2017,6,30,0.257,0.505,329396,0.393,5.1e-05,7,0.101,-10.426,1,55,0.027,145.818,0.262,2,opm rock,"[0.01, 0.02, 0.56, 0.41]",0.56
2017-07-04,6OeirQ9nVW9zOUkb4QXjxV,Simpleng Tulad Mo,19421,183,2015-01-01,05IC9N3BKGlU9dC0K8ecKW,5yVM85m9yNcHO6o0vaaVxW,Daniel Padilla,['opm'],518070,2017,7,4,2015,1,1,0.0613,0.572,225257,0.619,0.0,7,0.155,-6.974,1,9,0.0243,93.098,0.469,2,opm rock,"[0.13, 0.08, 0.57, 0.22]",0.57
2017-07-04,6aDYL0klsShJ1NDScruk2G,Stars,18725,195,2006-07-17,3tIU2WCVDgPwnG4MraWwQ6,4HOEnLufwAqJ2qoJPVnL01,Callalily,['opm'],1711669,2017,7,4,2006,7,17,0.296,0.501,233306,0.555,2.96e-05,7,0.0859,-7.672,1,61,0.0308,126.207,0.436,2,opm rock,"[0.0, 0.03, 0.96, 0.01]",0.96
2017-07-08,2EGpIoqoqqJLE0MoowpxhS,On Top,26928,107,2017-07-08,6QGOAQXiZqSbVb4JSZEEgG,24fEOzlKhgSNLIcy9NdmwH,James Reid,"['deep neofolk', 'opm', 'pinoy r&b']",336959,2017,7,8,2017,7,8,0.259,0.74,280714,0.694,0.0,11,0.499,-5.852,0,0,0.0396,111.944,0.293,0,opm p-pop,"[0.46, 0.35, 0.17, 0.02]",0.46
2017-07-08,5jpokUp9ZQhRKhGqT19e52,IL2LU,21826,149,2017-07-08,6QGOAQXiZqSbVb4JSZEEgG,24fEOzlKhgSNLIcy9NdmwH,James Reid,"['deep neofolk', 'opm', 'pinoy r&b']",336959,2017,7,8,2017,7,8,0.177,0.724,244800,0.734,2.24e-05,11,0.104,-5.603,0,0,0.0562,99.925,0.497,0,opm p-pop,"[0.85, 0.07, 0.08, 0.0]",0.85
2017-07-09,7IDQ4X3HVYJehCf5DXmckQ,Down Low,19453,167,2017-07-08,6QGOAQXiZqSbVb4JSZEEgG,24fEOzlKhgSNLIcy9NdmwH,James Reid,"['deep neofolk', 'opm', 'pinoy r&b']",336959,2017,7,9,2017,7,8,0.208,0.573,244210,0.73,0.0,5,0.138,-4.794,0,0,0.0682,114.012,0.546,0,opm p-pop,"[0.88, 0.01, 0.05, 0.06]",0.88
2017-07-09,3ojYtYYWWbaRVHW7ckZq7v,Forever,19405,168,2017-07-08,6QGOAQXiZqSbVb4JSZEEgG,24fEOzlKhgSNLIcy9NdmwH,James Reid,"['deep neofolk', 'opm', 'pinoy r&b']",336959,2017,7,9,2017,7,8,0.436,0.546,235000,0.613,0.0,10,0.0981,-5.455,1,0,0.0442,95.911,0.188,3,opm senti,"[0.22, 0.17, 0.27, 0.34]",0.34
2017-07-09,1Rw6Wf7t7LW0rnWKMbTFM4,Turning Up,19177,175,2017-07-08,6QGOAQXiZqSbVb4JSZEEgG,24fEOzlKhgSNLIcy9NdmwH,James Reid,"['deep neofolk', 'opm', 'pinoy r&b']",336959,2017,7,9,2017,7,8,0.56,0.714,229333,0.65,0.0,9,0.0778,-5.005,0,0,0.133,90.044,0.202,1,opm rap,"[0.4, 0.47, 0.07, 0.06]",0.47
2017-07-10,6YdeXX7BK4XBcRXTjOdMwf,The Life,18954,192,2017-07-08,6QGOAQXiZqSbVb4JSZEEgG,24fEOzlKhgSNLIcy9NdmwH,James Reid,"['deep neofolk', 'opm', 'pinoy r&b']",336959,2017,7,10,2017,7,8,0.734,0.676,218571,0.611,0.0,11,0.115,-5.519,0,0,0.0821,111.689,0.347,1,opm rap,"[0.29, 0.39, 0.09, 0.23]",0.39
2017-07-10,47x9H20tM4CeIN6jMYgAC9,Mean 2 U,18393,199,2017-07-08,6QGOAQXiZqSbVb4JSZEEgG,24fEOzlKhgSNLIcy9NdmwH,James Reid,"['deep neofolk', 'opm', 'pinoy r&b']",336959,2017,7,10,2017,7,8,0.528,0.691,317142,0.737,0.0,1,0.09,-5.606,0,0,0.0605,111.999,0.221,0,opm p-pop,"[0.49, 0.24, 0.25, 0.02]",0.49
2017-07-17,696Gt2ZDsC1cxXEZo02azD,We Can't Be,25772,120,2014-01-01,6OytFVsgpaEajlaDNvqknF,4qzcg58jZdJ9ujEI6Cs3Ad,Krissy,['opm'],14995,2017,7,17,2014,1,1,0.565,0.516,239364,0.31,0.0,4,0.113,-12.113,1,38,0.0279,128.862,0.33,3,opm senti,"[0.03, 0.01, 0.32, 0.64]",0.64
2017-07-18,4FdQYoWFym37QDQ2GkEHi1,It Might Be You - Theme from Everyday I Love You,18708,200,2015-10-21,0obyXODEHnssLgwFovpusL,1t2caVgyabZrVDAlmMGraV,Michael Pangilinan,['opm'],1674312,2017,7,18,2015,10,21,0.314,0.541,252969,0.435,3.28e-06,6,0.114,-7.404,1,19,0.0242,95.023,0.242,2,opm rock,"[0.01, 0.02, 0.61, 0.36]",0.61
2017-07-22,46ixegtxjERQMCutmp09Sa,"Two Less Lonely People in the World (Official Movie Theme Song Of ""Kita Kita"")",24614,133,2017-07-14,3aOj64v2njmsuCiIZmoN7X,1mcqfNCReSFxun2vIWvC28,KZ Tandingan,['opm'],955414,2017,7,22,2017,7,14,0.774,0.37,280109,0.434,1.58e-06,6,0.0993,-5.935,1,0,0.0311,139.839,0.201,3,opm senti,"[0.04, 0.02, 0.46, 0.48]",0.48
2017-07-27,7q85CemkAv4pfW8wM1p9ev,Hiling,21569,165,2017-07-14,6detI1eZ0Ynj7CnhDBiETo,6hIZBf6t4Yy8Lrqj7vPYTr,Jake Zyrus,['opm'],16920,2017,7,27,2017,7,14,0.802,0.419,294058,0.288,0.0,7,0.115,-9.387,1,0,0.0314,71.615,0.361,3,opm senti,"[0.07, 0.01, 0.23, 0.69]",0.69
2017-08-02,4JSDhJVmo2UqdF7nxbyenn,Kung Wala Ka,29559,97,2004-01-01,4iaCi771IT9I2xwtnXnjlx,6Ww3OMFzCaO33ulKh1LBFN,Hale,"['opm', 'pinoy reggae']",996274,2017,8,2,2004,1,1,0.71,0.5,242800,0.339,0.00222,7,0.108,-7.301,1,68,0.0263,136.427,0.152,2,opm rock,"[0.02, 0.01, 0.6, 0.37]",0.6
2017-08-12,3gyEt1vswIEbpQqBs18Lha,Harana,23733,127,1997-01-01,29tJR2oXdGAFHMQkcgPUmn,2XHTklRsNMOOQT56Zm3WS4,Parokya Ni Edgar,"['opm', 'pinoy reggae']",3481504,2017,8,12,1997,1,1,0.792,0.58,182200,0.159,1.26e-06,7,0.108,-22.087,1,2,0.0569,151.419,0.424,2,opm rock,"[0.03, 0.14, 0.52, 0.31]",0.52
2017-08-19,6VCrPY3rpckaEU8KXBITVJ,"Balisong (Theme Song of the Movie ""100 Tula Para Kay Stella"")",20178,164,2017-07-07,52TlOjDkbOctGnQRU5R6PG,1YlibpAvhJBbMZMBwN1KGv,The Juans,"['opm', 'p-pop']",1106862,2017,8,19,2017,7,7,0.327,0.337,229034,0.494,0.0,9,0.135,-4.607,1,0,0.0307,158.194,0.228,2,opm rock,"[0.24, 0.01, 0.7, 0.05]",0.7
2017-08-19,2Vsetr5viGzrHDkC222PAT,I Need You More Today,18857,189,2016-12-02,7apyuKqNCn83epyR7ImsDN,3XEHRbR9NMWfNzQ6TQMS9M,Caleb Santos,"['acoustic opm', 'opm']",41493,2017,8,19,2016,12,2,0.36,0.474,233728,0.522,0.0,11,0.123,-7.513,1,0,0.0408,157.225,0.448,2,opm rock,"[0.08, 0.29, 0.44, 0.19]",0.44
2017-08-19,3gkwEytdCYIsrFdfEE2ALW,Mahika,18058,198,2017-06-17,7EtszOFGwCmg899C88aPTE,7LvDTuFCBv08xm6u1pOMK0,TJ Monterde,"['cdo indie', 'opm', 'pinoy singer-songwriter']",1475850,2017,8,19,2017,6,17,0.557,0.545,208579,0.49,7.69e-05,1,0.127,-6.924,1,0,0.0289,139.981,0.372,2,opm rock,"[0.05, 0.02, 0.67, 0.26]",0.67
2017-08-20,2do8RHXBj4CxG3n08KHBWZ,"241 (From the movie ""100 Tula Para Kay Stella"")",20679,149,2017-07-21,3LSoZFInai9002jxGQaajo,09Xydf4dlkr29dH99DmsvQ,Janine,"['opm', 'pinoy singer-songwriter']",450781,2017,8,20,2017,7,21,0.846,0.345,220277,0.246,0.0,11,0.156,-7.883,1,0,0.0297,143.588,0.17,3,opm senti,"[0.17, 0.01, 0.23, 0.59]",0.59
2017-08-22,2vVW17crZs4KInids0h9SE,241 (My Favorite Song),21360,176,2005-12-12,1LgCV39PaUNSUOhlxZ28qc,1ZTdxfZTeztyAgKUJVLxAI,Rivermaya,['opm'],1869729,2017,8,22,2005,12,12,0.631,0.701,272600,0.312,2.14e-06,9,0.11,-7.707,1,0,0.0261,130.159,0.166,3,opm senti,"[0.15, 0.22, 0.18, 0.45]",0.45
2017-08-31,4aUf4lzQ1di5JajZ4a9FuI,"Torete - From ""Love You to the Stars And Back""",25098,126,2017-08-25,3KAsMN6MZGAzb5cEuJBoyH,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,['opm'],9756117,2017,8,31,2017,8,25,0.359,0.286,269583,0.391,0.0,2,0.18,-5.8,1,5,0.03,174.858,0.218,3,opm senti,"[0.06, 0.04, 0.4, 0.5]",0.5
2017-09-05,3OpGUlDmRUXh0NkIYWoIlD,Your Song,20053,187,2003-01-01,0kV35wyXIJKk04VRG0DdF4,2XHTklRsNMOOQT56Zm3WS4,Parokya Ni Edgar,"['opm', 'pinoy reggae']",3481504,2017,9,5,2003,1,1,0.892,0.636,168493,0.159,0.0,11,0.112,-13.117,1,3,0.0549,119.766,0.658,3,opm senti,"[0.13, 0.12, 0.15, 0.6]",0.6
2017-09-18,62WcCjrcvRvRCixFFUPFbl,Love Me Instead,30559,113,2014-08-28,4aTjEtidxvtjqo7SQqSCky,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,['opm'],9756117,2017,9,18,2014,8,28,0.32,0.639,208773,0.399,0.0,5,0.16,-7.351,1,0,0.062,169.68,0.651,1,opm rap,"[0.25, 0.41, 0.11, 0.23]",0.41
2017-09-18,2FpJL9TwVqUgsRdmMA4PED,Wala Nang Kulang Pa,20320,188,2014-08-28,4aTjEtidxvtjqo7SQqSCky,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,['opm'],9756117,2017,9,18,2014,8,28,0.479,0.666,216320,0.679,0.0,4,0.33,-6.02,1,0,0.122,143.928,0.511,1,opm rap,"[0.26, 0.5, 0.19, 0.05]",0.5
2017-09-29,1JhRlvSiWkOk8tlUj43ahm,Malayo Na Tayo,36631,79,2017-09-29,6wWkX6S5Ly2VFT43euTsda,4nGp682WMiKS4X217kPw8C,Silent Sanctuary,['opm'],3437545,2017,9,29,2017,9,29,0.38,0.461,239143,0.319,0.0,9,0.257,-9.085,1,46,0.0259,157.927,0.438,3,opm senti,"[0.06, 0.02, 0.45, 0.47]",0.47
2017-09-30,5Ro6MdZGgce4PEuaFCJYPq,Ligaya,18995,193,1993-12-01,0HDclsvr13EmV3DBMSVWPX,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,"['opm', 'pinoy reggae']",3731351,2017,9,30,1993,12,1,0.415,0.559,269733,0.614,0.0,4,0.139,-11.547,0,65,0.0768,124.907,0.662,1,opm rap,"[0.28, 0.47, 0.14, 0.11]",0.47
2017-10-09,1WtpRQUvbyZAoEchymInA9,"Sundo - From ""The Good Son""",21843,161,2017-10-06,4btU62FgCNgxvPxKkKcwEo,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,['opm'],9756117,2017,10,9,2017,10,6,0.404,0.436,270823,0.335,1.72e-06,11,0.078,-7.653,0,3,0.0296,139.942,0.215,3,opm senti,"[0.01, 0.03, 0.33, 0.63]",0.63
2017-10-16,42nrX5b8ZUYRcw2puNY8tb,Titibo-Tibo,25569,131,2017-10-06,3fohbkMVPOLRdarrknL7QB,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,['opm'],9756117,2017,10,16,2017,10,6,0.855,0.651,202452,0.421,0.000109,10,0.0869,-7.658,1,2,0.0673,119.866,0.774,1,opm rap,"[0.12, 0.47, 0.07, 0.34]",0.47
2017-11-02,1ER60P43ftVOLaMRvBfpnt,Don't Know What To Do (Don't Know What To Say),28890,108,2017-10-11,6ZozvLGJfI8IEdQCTeivYc,2JEIN1g27pZdm3hKB9EwE5,Mark Carpio,['opm'],180691,2017,11,2,2017,10,11,0.416,0.658,167086,0.491,0.0,1,0.0989,-9.828,1,63,0.0267,134.191,0.169,2,opm rock,"[0.14, 0.09, 0.49, 0.28]",0.49
2017-11-09,3YQp6N0vdiLEhpqKjRcN2L,Hayaan Mo Sila (Inspired by I'm the One),20061,182,2017-08-19,1f7QMJxxEORZAArm9IZS8X,2iB7AJhJmkWkkehY9ccB0j,Ex Battalion,"['opm', 'pinoy hip hop', 'pinoy r&b']",2985815,2017,11,9,2017,8,19,0.718,0.724,364076,0.684,0.0,5,0.0925,-4.919,1,0,0.0569,80.004,0.765,0,opm p-pop,"[0.38, 0.31, 0.18, 0.13]",0.38
2017-11-09,2v5VIWMjZxeiG52KckiXxS,Ikaw Lamang,18864,200,2007-01-01,08SEZDvRXrrNs1C2y73MLi,4nGp682WMiKS4X217kPw8C,Silent Sanctuary,['opm'],3437545,2017,11,9,2007,1,1,0.573,0.394,306466,0.623,0.0,9,0.0937,-5.029,1,2,0.0384,115.003,0.316,2,opm rock,"[0.09, 0.03, 0.65, 0.23]",0.65
2017-11-24,6NwUkPYT2BAkfDM5nCRLyi,Parallel Universe,19332,198,2017-11-24,2706ROvc9Zl53lUszds8Li,5ebPSE9YI5aLeZ1Z2gkqjn,Clara Benin,"['opm', 'pinoy indie', 'pinoy singer-songwriter']",139936,2017,11,24,2017,11,24,0.581,0.534,264000,0.025,2e-05,4,0.108,-18.859,1,0,0.0374,134.427,0.179,3,opm senti,"[0.08, 0.04, 0.17, 0.71]",0.71
2017-11-25,1ycpU8beNm9bXKvy7s25Jl,Gitara,18127,198,2005-01-01,0SudJuJEQweUzqF3hzeRGx,2XHTklRsNMOOQT56Zm3WS4,Parokya Ni Edgar,"['opm', 'pinoy reggae']",3481504,2017,11,25,2005,1,1,0.865,0.768,242826,0.312,1.09e-05,7,0.0963,-8.268,1,1,0.034,113.469,0.633,3,opm senti,"[0.15, 0.35, 0.13, 0.37]",0.37
2017-11-29,27Yn7MnLRP7YDnA11fRyl5,Extensyon,19036,195,2017-10-06,3fohbkMVPOLRdarrknL7QB,0XOSmu9Qn1agQULUVe0dAK,Inigo Pascual,['opm'],501249,2017,11,29,2017,10,6,0.184,0.649,242790,0.849,0.0,8,0.0517,-5.036,1,0,0.045,172.007,0.908,0,opm p-pop,"[0.83, 0.07, 0.05, 0.05]",0.83
2017-12-02,4UgtdWy4dm7vMVIupUbtMm,Huling Sayaw - Acoustic,19021,186,2012-01-01,0HYAcVSUVkfxzHKgHu6DqR,4GBFKKuwmZUnAJt6nBal7A,Kamikazee,"['opm', 'pinoy pop punk']",1532058,2017,12,2,2012,1,1,0.865,0.611,260253,0.308,0.0,4,0.125,-7.999,1,0,0.0272,135.015,0.315,3,opm senti,"[0.14, 0.0, 0.19, 0.67]",0.67
2017-12-15,7rrVN7f83kwaz2sGxoFnJY,Christmas in Our Hearts,18991,190,1990-01-01,3WPwRhJqWbl9lkv8DDq8jh,1EHAbA1GMYOfkh9ds9eNfS,Jose Mari Chan,"['classic opm', 'opm']",384332,2017,12,15,1990,1,1,0.841,0.57,207000,0.292,0.0,5,0.137,-14.408,1,2,0.0293,72.534,0.399,3,opm senti,"[0.19, 0.03, 0.32, 0.46]",0.46
2017-12-15,5sLGYJOhLP197nmkaRMMEH,Ngayong Gabi,18765,197,2017-08-14,51UmoT2xdda5pAZcRFMiot,2G7VQ1kVhVfNagytlousgm,Al James,"['opm', 'pinoy alternative rap', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap']",1699852,2017,12,15,2017,8,14,0.594,0.865,267456,0.628,0.0,2,0.2,-7.614,0,71,0.143,116.009,0.433,1,opm rap,"[0.35, 0.6, 0.02, 0.03]",0.6
2017-12-16,22J11hk99ZEcWGcEc9wszk,Need You,18780,187,2017-08-19,1f7QMJxxEORZAArm9IZS8X,2iB7AJhJmkWkkehY9ccB0j,Ex Battalion,"['opm', 'pinoy hip hop', 'pinoy r&b']",2985815,2017,12,16,2017,8,19,0.484,0.637,354071,0.596,0.0,1,0.102,-6.864,1,0,0.127,74.635,0.291,1,opm rap,"[0.09, 0.6, 0.08, 0.23]",0.6
2017-12-17,3WUEs51GpcvlgU7lehLgLh,Kathang Isip,18766,181,2017-06-23,4nQxblVnnFPehg9ujzdJ8L,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,['opm'],8528394,2017,12,17,2017,6,23,0.776,0.491,318814,0.314,4.76e-06,10,0.152,-8.58,1,72,0.0301,126.921,0.295,3,opm senti,"[0.11, 0.0, 0.15, 0.74]",0.74
2017-12-23,6PJ2glrMHEZKqc3kqIB7Vz,Star Ng Pasko,22340,148,2010-11-05,1iTHEdCenvCG7Ei6ezJ3GT,0GnuCXvnvVtX5DShryuyp9,Aiza Seguerra,['opm'],591546,2017,12,23,2010,11,5,0.312,0.536,266086,0.55,0.0,1,0.347,-5.885,1,1,0.0278,91.96,0.175,2,opm rock,"[0.07, 0.05, 0.73, 0.15]",0.73
2017-12-23,2cZGqSAb7EcmpYMVDSYA2J,Ngayong Pasko Magniningning Ang Pilipino,21095,161,2010-11-05,1iTHEdCenvCG7Ei6ezJ3GT,0RHiqaoRCsFLPeEuj3OQz4,Gary Valenciano,"['classic opm', 'opm', 'papuri', 'pinoy praise']",1013121,2017,12,23,2010,11,5,0.612,0.615,274811,0.597,0.0,0,0.0657,-8.784,1,1,0.0318,99.988,0.353,3,opm senti,"[0.2, 0.1, 0.23, 0.47]",0.47
2017-12-24,6ZDueLAHQXEGfgR3piQ0i1,Pasko Sa Pinas,37806,98,2007-11-16,7ynUgOvDupKPoNUAzPEZ4I,0DnjaQqb436AH1idffI6CQ,Yeng Constantino,['opm'],2798639,2017,12,24,2007,11,16,0.391,0.668,261985,0.595,0.0,2,0.164,-5.882,1,1,0.0399,133.816,0.487,0,opm p-pop,"[0.37, 0.15, 0.32, 0.16]",0.37
2017-12-24,3EbXTGemXMJGiulLHooO9A,Give Love on Christmas Day,37787,99,2015-01-01,2X8iUzrWriZYyIcNhSletz,5yVM85m9yNcHO6o0vaaVxW,Daniel Padilla,['opm'],518070,2017,12,24,2015,1,1,0.303,0.626,197440,0.453,0.0,8,0.0439,-6.497,1,0,0.0237,75.005,0.468,2,opm rock,"[0.18, 0.11, 0.42, 0.29]",0.42
2017-12-24,0EkPuwTCZxRPpOHT4AvGgE,"Thank You, Ang Babait Ninyo",37254,101,2014-01-01,7Ht3nGLnt1FdmrgND4NZw3,11W91yRxIo7Mw75LClgrGx,Lyca Gairanod,"['deep talent show', 'opm']",32153,2017,12,24,2014,1,1,0.207,0.615,352000,0.62,0.0,2,0.134,-6.286,1,0,0.0249,94.014,0.5,2,opm rock,"[0.17, 0.06, 0.58, 0.19]",0.58
2017-12-24,3JwOoXNE5S1j4vz9iSL37S,Mary's Boy Child,35123,109,1990-01-01,3WPwRhJqWbl9lkv8DDq8jh,1EHAbA1GMYOfkh9ds9eNfS,Jose Mari Chan,"['classic opm', 'opm']",384332,2017,12,24,1990,1,1,0.834,0.583,239333,0.297,5.77e-06,10,0.232,-15.487,1,0,0.0301,106.364,0.459,3,opm senti,"[0.15, 0.05, 0.23, 0.57]",0.57
2017-12-24,7segkq8uZLqiORlsjgaQMA,Kumukutikutitap,33105,117,2012-09-17,6RVxzEP6tY0ktPKlZtOlFu,0YaTdozvKSQ2UkOTTONmSJ,Rachelle Ann Go,['opm'],503876,2017,12,24,2012,9,17,0.53,0.736,146613,0.55,3.52e-06,5,0.0957,-8.837,0,0,0.0393,134.998,0.608,1,opm rap,"[0.29, 0.44, 0.15, 0.12]",0.44
2017-12-24,6LivYvzWanzTQm8Tm3aTsa,Pasko Na Sinta Ko,28896,135,1996-01-01,1xi5bo7CCSxIVySX4dLknK,0RHiqaoRCsFLPeEuj3OQz4,Gary Valenciano,"['classic opm', 'opm', 'papuri', 'pinoy praise']",1013121,2017,12,24,1996,1,1,0.735,0.279,246735,0.0824,0.000227,7,0.0685,-21.409,1,52,0.0338,81.254,0.0942,3,opm senti,"[0.07, 0.09, 0.16, 0.68]",0.68
2017-12-24,0KaUTLgQTHW0hIRi9vuPEF,Christmas Bonus,25399,157,2000-11-29,58VzKzgs9u4lbIa1ofBMNZ,65kpH75MFCBJhLy7qvVl6A,Aegis,"['classic opm', 'opm']",238745,2017,12,24,2000,11,29,0.325,0.654,225560,0.772,2.49e-05,9,0.388,-9.803,0,0,0.0313,132.808,0.972,2,opm rock,"[0.3, 0.12, 0.46, 0.12]",0.46
2017-12-24,3wBcrPHByBidLaFiroUBMc,O Holy Night,24781,162,2002-10-29,5L2dEG9wVQx7yGHU9Kg2p1,3wNylAjJX1PiCpMKx8Lrfp,Regine Velasquez,['opm'],1720146,2017,12,24,2002,10,29,0.89,0.313,269600,0.136,9.1e-06,8,0.0713,-13.35,1,0,0.0371,81.391,0.198,3,opm senti,"[0.09, 0.08, 0.13, 0.7]",0.7
