chart_date,track_id,track_name,streams,position,release_date,album_id,artist_id,artist_name,genres,followers,chart_date_year,chart_date_month,chart_date_day,release_date_year,release_date_month,release_date_day,acousticness,danceability,duration,energy,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,valence,predicted_genre_id,predicted_genre,genre_probabilities,predicted_genre_proba
2019-12-25,3fNpKcMrEDrnjahY9kN5fQ,Alab (Burning),24983,154,2019-12-25,3twC225hfx6FrfrGAO3zvF,3g7vYcdDXnqnDKYFwqXBJP,SB19,"['opm', 'p-pop', 'pinoy idol pop']",849726,2019,12,25,2019,12,25,0.0176,0.715,182750,0.927,0.0,0,0.34,-2.12,1,45,0.0604,119.974,0.792,0,opm p-pop,"[0.9, 0.0, 0.1, 0.0]",0.9
2019-12-29,7g694qC2ODDYrYfkCZtg0n,Exchange Gift,22827,196,2019-12-20,4G1p8qKULpDMI0puemKjzp,0WleeEe3UurwlNbDGhb5Yz,ALLMO$T,"['opm', 'pinoy hip hop', 'pinoy r&b', 'tagalog rap']",898212,2019,12,29,2019,12,20,0.49,0.712,343726,0.505,0.0,9,0.0658,-10.057,1,0,0.0506,81.05,0.891,1,opm rap,"[0.3, 0.45, 0.11, 0.14]",0.45
2019-12-29,507wQHSkMb1MFJfN2fjpMQ,Nobela,22353,200,2019-12-20,3oI3XwwEkcSzfYStHbuRoG,4NeCu267LZemnoq44lZYKy,Julie Anne San Jose,['opm'],819507,2019,12,29,2019,12,20,0.766,0.558,279761,0.385,0.0,2,0.0878,-6.76,0,1,0.0294,76.014,0.122,3,opm senti,"[0.02, 0.05, 0.32, 0.61]",0.61
2020-01-01,0G5qmu4TsdUH19zdcbI9Ui,Vibe With Me,19219,199,2019-09-15,5wc853BF5VXMkP8kQGUPT5,1SrWbIDP84JcSDr0oTBAQw,Matthaios,"['opm', 'pinoy hip hop', 'tagalog rap']",1041666,2020,1,1,2019,9,15,0.722,0.817,139180,0.297,0.0,1,0.101,-13.695,1,62,0.0553,100.031,0.443,1,opm rap,"[0.11, 0.65, 0.11, 0.13]",0.65
2020-01-02,4LkUk89J5n1gaEcGxMTGUt,Muling Magbabalik,23694,199,2019-12-21,3uMLquHja0O85cWGvIMX4c,4qFxP3qN9GsnZDOkAE6x2m,December Avenue,"['opm', 'pinoy pop punk']",6174873,2020,1,2,2019,12,21,0.0243,0.573,289989,0.655,1.13e-05,5,0.0752,-5.243,1,41,0.0289,135.961,0.439,0,opm p-pop,"[0.47, 0.11, 0.34, 0.08]",0.47
2020-01-16,5JfXvkPqBWrTUBb1OWs1mU,Alam Ko,44499,88,2019-12-20,3qmWIVHyUhown0ogL329aC,2U5mF0PZqGu6glnz55yY0y,John Roa,"['opm', 'p-pop']",1477836,2020,1,16,2019,12,20,0.809,0.326,290023,0.211,1.46e-06,10,0.0691,-15.186,1,0,0.0565,68.165,0.272,3,opm senti,"[0.04, 0.14, 0.09, 0.73]",0.73
2020-01-17,5bSvsXRBUjGe8pGScU0hPz,Ivana,25915,199,2020-01-06,2zrFpbXrA54V8lCCQQhQRA,2EGJbNf0Hva2C2N6hvhMXD,Soulstice,"['pinoy hip hop', 'tagalog rap']",72117,2020,1,17,2020,1,6,0.274,0.871,246550,0.48,0.0,8,0.0531,-7.441,1,0,0.3,100.021,0.609,1,opm rap,"[0.48, 0.5, 0.0, 0.02]",0.5
2020-01-18,4VKFCHzpzKk4c40bkYhCkX,Lowkey,25251,182,2019-06-09,733zLcz61sF4ZkTspnqKrK,1SrWbIDP84JcSDr0oTBAQw,Matthaios,"['opm', 'pinoy hip hop', 'tagalog rap']",1041666,2020,1,18,2019,6,9,0.802,0.684,198844,0.392,0.0,9,0.126,-12.567,1,37,0.0736,139.993,0.396,1,opm rap,"[0.24, 0.5, 0.07, 0.19]",0.5
2020-01-24,011GTFfE8rqTRMhz5g8IAW,Repeat,30749,160,2020-01-24,4VvCsIUWUn9vwpPaeDIymm,2G7VQ1kVhVfNagytlousgm,Al James,"['opm', 'pinoy alternative rap', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap']",1699852,2020,1,24,2020,1,24,0.434,0.844,230000,0.314,0.00077,9,0.0787,-13.434,0,70,0.346,120.039,0.571,1,opm rap,"[0.11, 0.81, 0.01, 0.07]",0.81
2020-02-07,45Nm4dwbrahPabtJQj8Cf0,Ang Pinagmulan,28457,196,2020-02-07,5jgXF7anE9kA011VqS44y0,4k9wp4ipHdA1bu1T4x1ZTG,IV Of Spades,"['opm', 'p-pop', 'pinoy trap']",2805047,2020,2,7,2020,2,7,0.00366,0.55,231289,0.763,0.0206,7,0.226,-5.958,0,46,0.0345,95.0,0.532,2,opm rock,"[0.33, 0.06, 0.39, 0.22]",0.39
2020-02-11,3HpJk0JSKcqR5IRm3xMYIb,Chinita,34075,148,2020-01-25,0vz6RXcuFyFONeD4ZDY9b1,060TqET6tyyfAQLXDyIDD8,Raf Davis,"['pinoy hip hop', 'pinoy trap']",69834,2020,2,11,2020,1,25,0.0616,0.719,234885,0.63,0.0,10,0.133,-8.543,1,0,0.0637,163.972,0.377,1,opm rap,"[0.36, 0.6, 0.01, 0.03]",0.6
2020-02-11,5en0gvJmw9GeS9Xv4rnZ7U,Heart React,30000,183,2020-01-24,3blIO4usvS40P4seWTQLty,0WleeEe3UurwlNbDGhb5Yz,ALLMO$T,"['opm', 'pinoy hip hop', 'pinoy r&b', 'tagalog rap']",898212,2020,2,11,2020,1,24,0.381,0.631,311038,0.621,4.54e-06,10,0.0839,-8.632,1,0,0.15,130.649,0.499,1,opm rap,"[0.14, 0.76, 0.06, 0.04]",0.76
2020-02-13,4SQ3HwsAiGTikY7gOAybwH,Fall,30530,182,2019-05-12,7xCcuTA3abKwxj8HwgxP7R,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,['opm'],8528394,2020,2,13,2019,5,12,0.689,0.486,244653,0.457,0.0,1,0.132,-7.376,1,56,0.0281,149.828,0.485,2,opm rock,"[0.2, 0.03, 0.44, 0.33]",0.44
2020-02-19,1x7DysraeqSgVgj95hHc3U,Araw-Araw Love,29821,188,2020-02-03,4h5wKpTXHfEeYYZIIVOC8g,3PDFGpPl4ienSn5Vwisfrh,Flow G,"['pinoy hip hop', 'pinoy r&b', 'tagalog rap']",1460437,2020,2,19,2020,2,3,0.554,0.692,211278,0.656,0.0,7,0.194,-7.452,0,38,0.0744,82.985,0.668,1,opm rap,"[0.22, 0.7, 0.05, 0.03]",0.7
2020-02-24,54b8IPvheXDpro2VR2rWAS,Ivana,140491,17,2020-01-06,10stEx5J17TekHdjeh9dOJ,2EGJbNf0Hva2C2N6hvhMXD,Soulstice,"['pinoy hip hop', 'tagalog rap']",72117,2020,2,24,2020,1,6,0.281,0.87,246550,0.483,0.0,8,0.0526,-7.441,1,0,0.297,100.012,0.611,1,opm rap,"[0.48, 0.5, 0.0, 0.02]",0.5
2020-02-24,2ctqjxISMsrkCg7YdGkECu,Normalan,28768,190,2020-02-21,2K8iiECJSWOrnctPw0V7MO,6ogIjp0fsbUxlqy9q2rvrT,Shanti Dope,"['opm', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap']",1715285,2020,2,24,2020,2,21,0.524,0.765,223157,0.438,1.54e-05,8,0.194,-12.356,1,0,0.0558,114.011,0.506,1,opm rap,"[0.36, 0.58, 0.03, 0.03]",0.58
2020-02-27,3PgjBOoA5OytNGkglObpOd,Sa Susunod na Habang Buhay,137802,22,2020-02-28,0U3q2NgWn97Fsns6dg7CzD,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,['opm'],8528394,2020,2,27,2020,2,28,0.432,0.311,288189,0.342,1.93e-06,2,0.114,-8.889,1,71,0.032,177.158,0.274,3,opm senti,"[0.02, 0.01, 0.14, 0.83]",0.83
2020-03-05,1x8pFCRfBnDqckyB6mlZci,Titig,32149,171,2019-12-15,4tk561oaKN5jhKhu8XuP1W,7dxr6AabRWhsfYRyVJlErK,MC Einstein,"['pinoy hip hop', 'tagalog rap']",138923,2020,3,5,2019,12,15,0.146,0.797,259114,0.447,0.0,8,0.0877,-8.452,1,69,0.28,79.003,0.645,1,opm rap,"[0.31, 0.6, 0.03, 0.06]",0.6
2020-03-10,5w4faQsr8wjIBBRDrZ6Udw,Patawad,29189,186,2020-02-07,3cXSfZKP4p0NTxup7ZY8fU,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,['opm'],9756117,2020,3,10,2020,2,7,0.412,0.417,277480,0.21,0.0,6,0.104,-9.4,1,5,0.033,127.009,0.144,3,opm senti,"[0.02, 0.04, 0.32, 0.62]",0.62
2020-03-15,7tQ2P3dP76bj1aSEfe8StO,Dantay,25695,146,2020-02-14,02qNpe3vtTVHzGytclgmWe,6gcteR920pLEynlHzjSRYd,Kiyo,"['opm', 'pinoy hip hop']",814589,2020,3,15,2020,2,14,0.812,0.387,292414,0.36,0.00195,2,0.0936,-16.437,1,44,0.312,70.636,0.14,3,opm senti,"[0.06, 0.39, 0.06, 0.49]",0.49
2020-03-24,3BNwUaRo3w1teVSkd69sL8,Bounty,24332,160,2020-02-10,7tIw7KRQtZsDvHrGJUQeEv,2iB7AJhJmkWkkehY9ccB0j,Ex Battalion,"['opm', 'pinoy hip hop', 'pinoy r&b']",2985815,2020,3,24,2020,2,10,0.0644,0.847,354087,0.584,0.0,0,0.0804,-7.617,1,21,0.0412,132.009,0.235,1,opm rap,"[0.26, 0.64, 0.06, 0.04]",0.64
2020-03-24,3R6Hl2e7hAyCfofRRToKAo,Malayo Ka Man,22447,182,2020-03-11,4B3cUBkyz5jDoFzL1Lo7N2,3r0NbTTxtCBUyxcIR4prXr,Jr Crown,"['pinoy hip hop', 'tagalog rap']",130735,2020,3,24,2020,3,11,0.18,0.87,254139,0.597,0.0,1,0.0902,-8.339,1,3,0.0613,103.019,0.56,1,opm rap,"[0.31, 0.64, 0.0, 0.05]",0.64
2020-03-25,7EoLMCwL7LfLsLF8acLpih,Landas,31873,87,2020-03-06,0Q66wsJckZoOdDhdMSlXvy,28B54RKpJrEmDoGSTjsfY6,Magnus Haven,"['opm', 'p-pop']",500339,2020,3,25,2020,3,6,0.222,0.43,310481,0.547,1.92e-06,2,0.0842,-7.767,1,41,0.0287,149.841,0.121,2,opm rock,"[0.01, 0.05, 0.82, 0.12]",0.82
2020-03-26,47UUjZbqZjcrzELnFBB1Ht,Teka Lang,28822,107,2020-03-25,0rceew9Oyt5S1NCUaou2Zm,3FwNjtXQCdxpDOXmgJQGnG,Emman,"['opm', 'pinoy hip hop', 'tagalog rap']",290468,2020,3,26,2020,3,25,0.76,0.586,196582,0.169,0.0,2,0.0909,-15.515,1,1,0.0324,87.003,0.197,3,opm senti,"[0.04, 0.05, 0.14, 0.77]",0.77
2020-03-27,6D9DwqiHiMKmy2V7HvN6zs,Paalam,49388,51,2020-03-27,64cjwPaR72rW2Wzm9uWE3c,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,['opm'],9756117,2020,3,27,2020,3,27,0.671,0.292,291108,0.308,2.22e-06,4,0.102,-7.562,1,9,0.0305,98.487,0.198,3,opm senti,"[0.02, 0.02, 0.25, 0.71]",0.71
2020-03-27,5QJYLlZvfZHX1wUTrgROru,"Patawad, Paalam",41615,61,2020-03-27,64cjwPaR72rW2Wzm9uWE3c,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,['opm'],9756117,2020,3,27,2020,3,27,0.865,0.472,323140,0.288,1.01e-05,2,0.131,-8.213,1,12,0.0318,77.987,0.193,3,opm senti,"[0.05, 0.02, 0.25, 0.68]",0.68
2020-03-27,6ZMct78FDodlW1QEWlmVTB,Delubyo,32892,92,2020-03-27,0K721sVPuc3fvLdkrhWEKP,30mZI7Hw2MhoarTVYxfyZM,Unique Salonga,"['opm', 'pinoy city pop', 'pinoy indie']",431966,2020,3,27,2020,3,27,0.912,0.439,305085,0.596,0.0109,7,0.1,-13.197,0,0,0.555,122.944,0.13,1,opm rap,"[0.11, 0.51, 0.07, 0.31]",0.51
2020-03-27,6tw7xpKrZm9vHfymxBc52E,Patawad,27829,119,2020-03-27,64cjwPaR72rW2Wzm9uWE3c,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,['opm'],9756117,2020,3,27,2020,3,27,0.412,0.417,277480,0.21,0.0,6,0.104,-9.4,1,8,0.033,127.009,0.144,3,opm senti,"[0.02, 0.04, 0.32, 0.62]",0.62
2020-03-27,2WweTKhQ0GaXlyXOzj4NE2,Huwag Ka Sanang Magagalit,25179,156,2020-03-27,0K721sVPuc3fvLdkrhWEKP,30mZI7Hw2MhoarTVYxfyZM,Unique Salonga,"['opm', 'pinoy city pop', 'pinoy indie']",431966,2020,3,27,2020,3,27,0.59,0.517,294880,0.516,0.0389,1,0.141,-8.681,1,0,0.0286,79.979,0.241,2,opm rock,"[0.06, 0.05, 0.63, 0.26]",0.63
2020-03-27,4wJ5SjIkViEQEu95U8oyLt,Mabagal,24876,162,2020-03-27,64cjwPaR72rW2Wzm9uWE3c,5yVM85m9yNcHO6o0vaaVxW,Daniel Padilla,['opm'],518070,2020,3,27,2020,3,27,0.508,0.356,226727,0.339,3.28e-06,5,0.355,-10.893,0,14,0.0369,74.975,0.287,3,opm senti,"[0.03, 0.03, 0.23, 0.71]",0.71
2020-03-28,1EEsKj8lQKZwaFXJ5GFsdk,War,20754,196,2019-05-12,7xCcuTA3abKwxj8HwgxP7R,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,['opm'],8528394,2020,3,28,2019,5,12,0.874,0.652,228004,0.266,0.00523,7,0.0974,-11.453,1,50,0.0264,92.993,0.28,3,opm senti,"[0.02, 0.09, 0.19, 0.7]",0.7
2020-04-06,4KtAI0WOLiaeOfBT87shZG,Kung Pwede Lang,24996,144,2020-04-05,6z0cwwwXZ3fU7c7i7dNdl1,3FwNjtXQCdxpDOXmgJQGnG,Emman,"['opm', 'pinoy hip hop', 'tagalog rap']",290468,2020,4,6,2020,4,5,0.566,0.627,194811,0.334,0.0,4,0.304,-14.688,1,51,0.0423,169.983,0.387,3,opm senti,"[0.15, 0.17, 0.07, 0.61]",0.61
2020-04-10,7jTO2Pyavfit1JCdMVrkud,Bakas Ng Talampakan,37980,57,2020-04-05,1EwbCDDECWOsAKtqMtefgt,4qFxP3qN9GsnZDOkAE6x2m,December Avenue,"['opm', 'pinoy pop punk']",6174873,2020,4,10,2020,4,5,0.0583,0.463,246363,0.723,0.0,5,0.166,-4.026,1,42,0.0339,131.905,0.327,2,opm rock,"[0.33, 0.01, 0.56, 0.1]",0.56
2020-04-10,31Z8a8TVSOK5qMtkCfp05m,Lead Me Lord,19648,169,2000-01-01,00NsXSlAdpOJuQCrec9Zpe,0RHiqaoRCsFLPeEuj3OQz4,Gary Valenciano,"['classic opm', 'opm', 'papuri', 'pinoy praise']",1013121,2020,4,10,2000,1,1,0.898,0.498,251356,0.263,0.0,8,0.138,-12.46,1,54,0.0299,76.967,0.246,3,opm senti,"[0.12, 0.03, 0.19, 0.66]",0.66
2020-04-15,37WFUZgkjJKLaISRcX0269,Doors,95473,27,2020-04-16,4N27rE6ntlJSbUfMP875tu,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,['opm'],8528394,2020,4,15,2020,4,16,0.159,0.659,291340,0.392,0.0,1,0.0953,-6.735,1,51,0.0249,74.979,0.505,2,opm rock,"[0.1, 0.08, 0.45, 0.37]",0.45
2020-04-16,1uRwUQicwng6S44RtsANQv,Hatid,21565,192,2018-10-26,2m8pNsbpAvJYe7rbRpkhFF,1YlibpAvhJBbMZMBwN1KGv,The Juans,"['opm', 'p-pop']",1106862,2020,4,16,2018,10,26,0.874,0.34,287624,0.218,0.000136,11,0.0886,-14.892,1,0,0.0534,101.747,0.137,3,opm senti,"[0.07, 0.13, 0.09, 0.71]",0.71
2020-04-17,4trnDsgZDTeX09IjfSDyPt,Sariling Multo (Sa Panaginip),31726,94,2020-04-17,5WporTstgl1WMhjn8Bkoj8,4k9wp4ipHdA1bu1T4x1ZTG,IV Of Spades,"['opm', 'p-pop', 'pinoy trap']",2805047,2020,4,17,2020,4,17,0.029,0.476,331997,0.465,0.000646,1,0.171,-8.304,0,47,0.0273,144.045,0.461,2,opm rock,"[0.06, 0.06, 0.67, 0.21]",0.67
2020-04-22,13pv5UWJttg8NNplCaaOYh,Binibini,46822,58,2020-03-18,5vBydjf2nb8fTPij4rYb2D,1SrWbIDP84JcSDr0oTBAQw,Matthaios,"['opm', 'pinoy hip hop', 'tagalog rap']",1041666,2020,4,22,2020,3,18,0.737,0.851,137717,0.352,0.0,0,0.121,-12.376,0,59,0.0749,115.028,0.536,1,opm rap,"[0.28, 0.58, 0.05, 0.09]",0.58
2020-04-25,61sJQh19AcTBrX7P8LWLi0,Passenger Seat (Acoustic),20259,191,2001-09-04,1tMhhFaV9EuD5rQKG9nQJA,0AvtzKTYleNqdJXoZasQWG,Stephen Speaks,['opm'],167268,2020,4,25,2001,9,4,0.683,0.549,273066,0.437,1.53e-05,7,0.224,-8.64,1,0,0.0313,153.592,0.688,3,opm senti,"[0.14, 0.07, 0.31, 0.48]",0.48
2020-04-28,1UcrhQg0HiRmlOHhIkEFQR,Nandito Na,22069,188,2020-04-20,52iwum3yPBYLWiZQMqxIU9,6gcteR920pLEynlHzjSRYd,Kiyo,"['opm', 'pinoy hip hop']",814589,2020,4,28,2020,4,20,0.835,0.65,213681,0.22,0.0568,4,0.133,-16.59,1,41,0.166,82.005,0.332,3,opm senti,"[0.1, 0.39, 0.02, 0.49]",0.49
2020-04-30,47nJrlVeOWNEI4hppa7ha9,Passenger Seat,21336,199,2011-12-13,3GcOTdUSv22RTDjtyeLxHn,0AvtzKTYleNqdJXoZasQWG,Stephen Speaks,['opm'],167268,2020,4,30,2011,12,13,0.0453,0.515,274245,0.769,0.00434,7,0.0961,-5.696,1,1,0.0309,153.046,0.653,2,opm rock,"[0.28, 0.09, 0.45, 0.18]",0.45
2020-05-08,1NopgVCMVhCKIm64tF7auX,With A Smile,30049,109,1994-11-01,1IalzI8USuu4PB679HVV5C,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,"['opm', 'pinoy reggae']",3731351,2020,5,8,1994,11,1,0.72,0.328,278173,0.465,2.16e-06,6,0.175,-9.81,1,68,0.0328,148.912,0.344,3,opm senti,"[0.09, 0.01, 0.33, 0.57]",0.57
2020-05-09,0GGfPhGuWC2JGc7hlvjLXa,Alapaap,34767,77,1994-11-01,1IalzI8USuu4PB679HVV5C,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,"['opm', 'pinoy reggae']",3731351,2020,5,9,1994,11,1,0.0638,0.331,263000,0.749,4.89e-05,6,0.108,-12.076,1,64,0.0674,147.92,0.291,2,opm rock,"[0.31, 0.21, 0.37, 0.11]",0.37
2020-05-09,1lan3CApvveTezmBBGzsGu,Magasin,33777,82,1994-11-01,1IalzI8USuu4PB679HVV5C,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,"['opm', 'pinoy reggae']",3731351,2020,5,9,1994,11,1,0.132,0.415,248840,0.718,3.07e-06,11,0.263,-11.57,1,62,0.109,110.346,0.555,2,opm rock,"[0.24, 0.26, 0.46, 0.04]",0.46
2020-05-09,7uuirrtCr8O8fz7kQS6VUR,Pare Ko,27066,120,1993-12-01,0HDclsvr13EmV3DBMSVWPX,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,"['opm', 'pinoy reggae']",3731351,2020,5,9,1993,12,1,0.0263,0.479,325000,0.493,3.76e-06,7,0.0718,-11.694,1,65,0.0293,144.546,0.438,2,opm rock,"[0.01, 0.05, 0.88, 0.06]",0.88
2020-05-09,2A3CzmtFj1sK6W1qQtBz86,Huwag Mo Nang Itanong,23586,150,1995-12-21,6JbcJM51TZIX8nkjns3M4U,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,"['opm', 'pinoy reggae']",3731351,2020,5,9,1995,12,21,0.633,0.662,249333,0.405,0.0,10,0.0938,-17.227,1,57,0.0267,90.585,0.919,3,opm senti,"[0.16, 0.05, 0.38, 0.41]",0.41
2020-05-11,0SzvXb3BAWgTHACbIXGNPa,Halik,30788,108,2012-01-01,0HYAcVSUVkfxzHKgHu6DqR,4GBFKKuwmZUnAJt6nBal7A,Kamikazee,"['opm', 'pinoy pop punk']",1532058,2020,5,11,2012,1,1,0.0139,0.525,222680,0.908,0.0,11,0.253,-3.33,1,1,0.0413,126.041,0.628,2,opm rock,"[0.43, 0.02, 0.49, 0.06]",0.49
2020-05-11,7L8GQLm6e7cGoMMUAgWCVp,Huling Sayaw,30182,111,2012-01-01,0HYAcVSUVkfxzHKgHu6DqR,4GBFKKuwmZUnAJt6nBal7A,Kamikazee,"['opm', 'pinoy pop punk']",1532058,2020,5,11,2012,1,1,0.00125,0.474,295413,0.871,0.0,1,0.202,-4.013,0,2,0.0405,137.102,0.545,2,opm rock,"[0.4, 0.04, 0.51, 0.05]",0.51
2020-05-20,4Aor9l4tiok1Llkbu0vREb,Puhon,30050,118,2020-05-14,3UIpxG2NXaGzMuA9rNQjSK,7LvDTuFCBv08xm6u1pOMK0,TJ Monterde,"['cdo indie', 'opm', 'pinoy singer-songwriter']",1475850,2020,5,20,2020,5,14,0.403,0.524,240167,0.583,0.0,7,0.0845,-4.947,1,0,0.0717,179.758,0.691,1,opm rap,"[0.3, 0.42, 0.19, 0.09]",0.42
2020-05-24,0yRXPoZx4gkGUYDqNwEGOM,Marikit,24645,144,2020-05-21,0GzYowLMSHYRj0rP6fBXGF,6kyw9sh7ryjy1GQdPYH3Yd,Juan Caoile,"['pinoy hip hop', 'tagalog rap']",72437,2020,5,24,2020,5,21,0.577,0.806,263333,0.594,0.0,11,0.098,-7.671,1,0,0.0748,143.016,0.787,1,opm rap,"[0.17, 0.8, 0.01, 0.02]",0.8
2020-05-24,1pi3VCMlGVaXvrjlVOkBPN,KLWKN,22713,173,2019-02-02,1TmGJJPRkYoxPEAo0xFnQV,52gTrzyF0DyfkFl1DQz9Oq,Music Hero,"['opm', 'p-pop']",117207,2020,5,24,2019,2,2,0.575,0.493,256571,0.394,0.0,2,0.267,-6.997,1,67,0.0366,152.03,0.375,3,opm senti,"[0.0, 0.01, 0.17, 0.82]",0.82
2020-06-03,3X9c4tBzSdGhlO4Fx3WYgW,Lifetime,166289,5,2020-06-03,277CpjwmcdLZsHwXpj9D8H,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,['opm'],8528394,2020,6,3,2020,6,3,0.292,0.386,171527,0.657,1.05e-05,7,0.393,-5.125,1,65,0.0316,179.998,0.401,2,opm rock,"[0.27, 0.08, 0.52, 0.13]",0.52
2020-06-03,1N0yX1ECt0H4ZvxV1ogXJ8,Pagsuko,35860,85,2020-05-14,2ISMIFg2oSwy2QvJgP9kFp,0WleeEe3UurwlNbDGhb5Yz,ALLMO$T,"['opm', 'pinoy hip hop', 'pinoy r&b', 'tagalog rap']",898212,2020,6,3,2020,5,14,0.448,0.791,324927,0.417,0.000498,9,0.189,-7.518,1,0,0.0698,88.955,0.518,1,opm rap,"[0.28, 0.68, 0.01, 0.03]",0.68
2020-06-03,2YreeV0asmC6tgM4IH2g5F,Pangga,23766,200,2020-05-10,6HKEH0dCMQ3Bc7sX13bR5d,1SrWbIDP84JcSDr0oTBAQw,Matthaios,"['opm', 'pinoy hip hop', 'tagalog rap']",1041666,2020,6,3,2020,5,10,0.861,0.765,195186,0.437,0.0,9,0.113,-12.63,1,57,0.073,150.041,0.535,1,opm rap,"[0.25, 0.58, 0.06, 0.11]",0.58
2020-06-05,63qA4ydokzNOFpsaNlsYsC,Higa,28621,134,2019-10-25,3H8htbv4nP3HIjpOCbxm67,7uDdl5V5AETSFY7K3muu22,Arthur Nery,"['cdo indie', 'opm', 'p-pop']",3955702,2020,6,5,2019,10,25,0.45,0.657,245760,0.337,0.0,9,0.106,-10.546,1,1,0.0433,125.057,0.183,3,opm senti,"[0.03, 0.23, 0.03, 0.71]",0.71
2020-06-05,0sNZsYY8LSCCM4tC2y0zR1,Binhi,27332,149,2019-10-25,3H8htbv4nP3HIjpOCbxm67,7uDdl5V5AETSFY7K3muu22,Arthur Nery,"['cdo indie', 'opm', 'p-pop']",3955702,2020,6,5,2019,10,25,0.961,0.545,216774,0.309,0.000733,5,0.189,-10.235,1,0,0.0313,123.767,0.232,3,opm senti,"[0.11, 0.0, 0.21, 0.68]",0.68
2020-06-09,4nd9cEo5R4jGNcgPHDm7Ar,Marikit,277970,1,2020-05-21,5EXcm2Fs0WdsNr6bHe9i7u,6kyw9sh7ryjy1GQdPYH3Yd,Juan Caoile,"['pinoy hip hop', 'tagalog rap']",72437,2020,6,9,2020,5,21,0.574,0.806,263348,0.593,0.0,11,0.0981,-7.672,1,0,0.0745,143.01,0.784,1,opm rap,"[0.17, 0.8, 0.01, 0.02]",0.8
2020-06-14,1ojVx5LnVcBCGYPL7QC5eW,Umaasa,20541,192,2020-05-19,4icBARf3NUeP5SfMRMQOHU,117XFtbZPnCI1EYKjYZWJc,Skusta Clee,"['opm', 'pinoy hip hop', 'tagalog rap']",1732870,2020,6,14,2020,5,19,0.153,0.633,261500,0.386,0.0,2,0.0768,-9.989,1,59,0.0345,120.267,0.316,3,opm senti,"[0.04, 0.05, 0.17, 0.74]",0.74
2020-06-17,55XlSI5d8hMVoNjVkpQpT7,Malayo,26183,166,2020-06-05,5eeDd6LGXrzELl6YR6UvYb,3f0X043zSojego7Qn4Yi6U,Ace Banzuelo,"['opm', 'p-pop', 'pinoy r&b']",420673,2020,6,17,2020,6,5,0.797,0.421,276368,0.485,2.02e-05,7,0.117,-7.446,1,47,0.0333,132.172,0.164,2,opm rock,"[0.1, 0.01, 0.64, 0.25]",0.64
2020-06-19,6r7sdXUiKjgEx3I8GQRpSq,Chinita Girl,25390,183,2020-03-06,6VkTR76jTbFqzZ7xiuvaBs,7Dhd8nNMvFdye1R3Y8wE6C,Lil Vinceyy,"['pinoy hip hop', 'tagalog rap']",12463,2020,6,19,2020,3,6,0.0618,0.702,238859,0.49,0.0,1,0.076,-6.828,1,52,0.213,103.021,0.59,1,opm rap,"[0.31, 0.64, 0.0, 0.05]",0.64
2020-07-01,74jVIbukOhR0Am7YXKiJMM,Nakikinig Ka Ba Sa Akin,51780,64,2020-07-01,7gUQFe3Hx5cf8tWZ8XpWy5,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,['opm'],8528394,2020,7,1,2020,7,1,0.694,0.448,260638,0.51,0.0,0,0.188,-8.046,1,52,0.0289,155.88,0.325,2,opm rock,"[0.06, 0.01, 0.63, 0.3]",0.63
2020-07-02,25agDEpgr54nRvyQJHmNmR,Di Biro,34620,94,2020-05-22,2F6OKkFouf9ll5uYQ7myQB,2M4mQMnLHQQXsFsRmTTqsR,Jana Garcia,['pinoy singer-songwriter'],1083,2020,7,2,2020,5,22,0.908,0.595,166013,0.19,0.00703,4,0.355,-14.627,1,26,0.0384,108.626,0.272,3,opm senti,"[0.11, 0.04, 0.17, 0.68]",0.68
2020-07-07,44jJiCwGdnqqCkgqlvCIdp,Miloves (Otw Sayo),30448,122,2020-03-09,2Cn8NCS7dAmLMNat4xBL1R,71hhKLR9oCOsHLdRIoQ5OU,King Badger,"['pinoy hip hop', 'pinoy trap', 'tagalog rap']",167155,2020,7,7,2020,3,9,0.239,0.766,242844,0.514,8.15e-06,11,0.0879,-10.573,1,53,0.101,136.027,0.682,1,opm rap,"[0.15, 0.76, 0.04, 0.05]",0.76
